NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS; Nº ALUNOS 
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;907923;LUDGERO BRAGA PROFESSOR;Cuba; 1 
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;907923;LUDGERO BRAGA PROFESSOR;Venezuela; 1 
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;914988;ORLANDO PEREZ PROFESSOR;Venezuela; 4 
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;914997;ATTILIA PRADO MARGARIDO;Venezuela; 7 
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;916183;PERICLES SOARES;Venezuela; 1 
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;921981;BENTO DA SILVA CESAR PROFESSOR;Colômbia; 1 
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;921981;BENTO DA SILVA CESAR PROFESSOR;Venezuela; 4 
ESTADUAL - SE;SAO CARLOS;VILA NERY;SAO CARLOS;8;24454;LUIZ AUGUSTO DE OLIVEIRA PROFESSOR;Suriname; 1 
ESTADUAL - SE;SAO CARLOS;VILA NERY;SAO CARLOS;8;24454;LUIZ AUGUSTO DE OLIVEIRA PROFESSOR;Venezuela; 3 
ESTADUAL - SE;SAO CARLOS;VILA NERY;SAO CARLOS;8;24512;ALVARO GUIAO DOUTOR;Colômbia; 1 
ESTADUAL - SE;SAO CARLOS;VILA NERY;SAO CARLOS;8;24512;ALVARO GUIAO DOUTOR;Venezuela; 3 
ESTADUAL - SE;SAO CARLOS;VILA NERY;SAO CARLOS;8;39019;ANDRELINO VIEIRA PROFESSOR;Cuba; 1 
ESTADUAL - SE;SAO CARLOS;VILA NERY;SAO CARLOS;8;39019;ANDRELINO VIEIRA PROFESSOR;Iémen; 1 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;AGUAI;AGUAI;8;20527;GERALDO LOURENCO PADRE;Cuba; 1 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;CASA BRANCA;CASA BRANCA;8;19288;FRANCISCO EUGENIO DE LIMA;Colômbia; 1 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;IGARAI;MOCOCA;8;18971;JOAO DE MOURA GUIMARAES PROFESSOR;Venezuela; 2 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;8;20588;JOAQUIM JOSE CORONEL;Venezuela; 5 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;8;20680;ANESIA MARTINS MATTOS PROFESSORA;Venezuela; 3 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;8;20692;CRISTIANO OSORIO DE OLIVEIRA CORONEL;Colômbia; 1 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;8;20692;CRISTIANO OSORIO DE OLIVEIRA CORONEL;Venezuela; 3 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;8;20709;DOMINGOS THEODORO DE OLIVEIRA AZEVEDO;Venezuela; 1 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;8;20710;TEOFILO DE ANDRADE DOUTOR;Venezuela; 3 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;SAO JOSE DO RIO PARDO;8;19045;STELLA COUVERT RIBEIRO PROFESSORA;Estados Unidos da América; 1 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;SAO JOSE DO RIO PARDO;8;19136;JORGE LUIZ ABICHABKI PROFESSOR;Japão; 1 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;SAO JOSE DO RIO PARDO;8;19136;JORGE LUIZ ABICHABKI PROFESSOR;Venezuela; 1 
ESTADUAL - SE;SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;VARGEM GRANDE DO SUL;8;19057;ALEXANDRE FLEMING;Cuba; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;IPUA;IPUA;8;24818;ANTONIO FRANCISCO D AVILA;Venezuela; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;MIGUELOPOLIS;MIGUELOPOLIS;8;23218;WILLIAN AMIN DOUTOR;Japão; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;MORRO AGUDO;MORRO AGUDO;8;24806;MANOEL MARTINS;Argentina; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;ORLANDIA;ORLANDIA;8;24740;OSWALDO RIBEIRO JUNQUEIRA;Japão; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;SALES OLIVEIRA;SALES OLIVEIRA;8;24648;GETULIO LIMA CAPITAO;Venezuela; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;8;24685;SYLVIO TORQUATO JUNQUEIRA;Venezuela; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;8;24697;ADOLFO ALFEU FERRERO;China; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;8;24703;GENOVEVA PINHEIRO VIEIRA DE VITTA PROFESSORA;Bolívia; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;8;24703;GENOVEVA PINHEIRO VIEIRA DE VITTA PROFESSORA;Colômbia; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;8;24715;MANOEL GOUVEIA DE LIMA;Venezuela; 1 
ESTADUAL - SE;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;8;43576;PEDRO AMAURI SILVA PROFESSOR;Colômbia; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;BADY BASSITT;BADY BASSITT;8;28666;AUREA DE OLIVEIRA PROFESSORA;Bolívia; 24 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;ENGENHEIRO SCHMIDT;SAO JOSE DO RIO PRETO;8;28745;CLEMENTE MARTON SEGURA PADRE;Paraguai; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;GUAPIACU;GUAPIACU;8;28241;CARLOS CASTILHO PROFESSOR;Bolívia; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;IBIRA;IBIRA;8;27972;JOAO PEDRO FERRAZ;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;NOVA GRANADA;NOVA GRANADA;8;27820;FRANCISCO MARQUES PINTO;Argentina; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;6;985405;CEL JTO A EE MONSENHOR GONCALVES;Haiti; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;6;985405;CEL JTO A EE MONSENHOR GONCALVES;Síria; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;6;985405;CEL JTO A EE MONSENHOR GONCALVES;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28538;ALBERTO ANDALO;Colômbia; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28538;ALBERTO ANDALO;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28551;NOEMIA BUENO DO VALLE PROFESSORA;Bolívia; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28551;NOEMIA BUENO DO VALLE PROFESSORA;Colômbia; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28551;NOEMIA BUENO DO VALLE PROFESSORA;Cuba; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28551;NOEMIA BUENO DO VALLE PROFESSORA;Japão; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28551;NOEMIA BUENO DO VALLE PROFESSORA;Venezuela; 4 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28599;OSCAR SALGADO BUENO PROFESSOR;Reino Unido da Grã-Bretanha e Irlanda do Norte; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28599;OSCAR SALGADO BUENO PROFESSOR;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28605;ZULMIRA DA SILVA SALLES PROFESSORA;Venezuela; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28678;NAIR SANTOS CUNHA PROFESSORA;Congo, República Democrática do (antigo Zaire); 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28685;ADAHIR GUIMARAES FOGACA PROFESSOR;Argentina; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28685;ADAHIR GUIMARAES FOGACA PROFESSOR;Bolívia; 5 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28685;ADAHIR GUIMARAES FOGACA PROFESSOR;Haiti; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28685;ADAHIR GUIMARAES FOGACA PROFESSOR;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28708;GONCALVES MONSENHOR;Bolívia; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28708;GONCALVES MONSENHOR;Colômbia; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28708;GONCALVES MONSENHOR;Haiti; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28708;GONCALVES MONSENHOR;Síria; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28708;GONCALVES MONSENHOR;Venezuela; 7 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28733;VICTOR BRITTO BASTOS PROFESSOR;Colômbia; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28769;ANTONIO DE BARROS SERRA PROFESSOR;Bolívia; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28769;ANTONIO DE BARROS SERRA PROFESSOR;Estados Unidos da América; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28769;ANTONIO DE BARROS SERRA PROFESSOR;Venezuela; 5 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28782;LEME CARDEAL;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28794;AMIRA HOMSI CHALELLA PROFESSORA;Bolívia; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28794;AMIRA HOMSI CHALELLA PROFESSORA;Dominicana, República; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28794;AMIRA HOMSI CHALELLA PROFESSORA;Venezuela; 3 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28848;VOLUNTARIOS DE 32;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28903;JUSTINO JERRY FARIA PROFESSOR;Angola; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28903;JUSTINO JERRY FARIA PROFESSOR;Venezuela; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28915;JAMIL KHAUAN PROFESSOR;Síria; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28927;JOSE FELICIO MIZIARA PROFESSOR;Congo, República Democrática do (antigo Zaire); 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28927;JOSE FELICIO MIZIARA PROFESSOR;Haiti; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28927;JOSE FELICIO MIZIARA PROFESSOR;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;35828;AURELIANO MENDONCA PROFESSOR;Haiti; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;35828;AURELIANO MENDONCA PROFESSOR;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;43047;LEONOR DA SILVA CARRAMONA PROFESSORA;Síria; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;43059;MARIA GALANTE NORA PROFESSORA;Argentina; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;43059;MARIA GALANTE NORA PROFESSORA;Venezuela; 10 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;44180;YVETE GABRIEL ATIQUE PROFESSORA;Japão; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;565052;PARQUE DAS AROEIRAS II;Venezuela; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;565064;PARQUE NOVA ESPERANCA;Venezuela; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;907169;MARIA DE LOURDES MURAD DE CAMARGO PROFESSORA;Haiti; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;907169;MARIA DE LOURDES MURAD DE CAMARGO PROFESSORA;Irlanda; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;907169;MARIA DE LOURDES MURAD DE CAMARGO PROFESSORA;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;908149;ALZIRA VALLE ROLEMBERG PROFESSORA;Argentina; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;908149;ALZIRA VALLE ROLEMBERG PROFESSORA;Bolívia; 4 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;908149;ALZIRA VALLE ROLEMBERG PROFESSORA;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;908150;WALDEMIRO NAFFAH DOUTOR;Venezuela; 3 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;911461;OSCAR DE BARROS SERRA DORIA DOUTOR;Venezuela; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;914411;DARCY FEDERICI PACHECO PROFESSOR;Bolívia; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;914411;DARCY FEDERICI PACHECO PROFESSOR;Haiti; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;914411;DARCY FEDERICI PACHECO PROFESSOR;Venezuela; 2 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;918313;BENTO ABELAIRA GOMES PROFESSOR;Bolívia; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;918313;BENTO ABELAIRA GOMES PROFESSOR;Venezuela; 3 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;918337;CELSO ABBADE MOURAO;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;919688;SONIA MARIA VENTURELLI PROFESSORA;Colômbia; 5 
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;919688;SONIA MARIA VENTURELLI PROFESSORA;Cuba; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;EUGENIO DE MELO;SAO JOSE DOS CAMPOS;8;13596;PEDRO MASCARENHAS DOUTOR;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;MONTEIRO LOBATO;MONTEIRO LOBATO;8;13328;MARIA FERREIRA SONNEWEND PROFESSORA;Colômbia; 2 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;3;980195;CEEJA DE SAO JOSE DOS CAMPOS;Argélia; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;3;980195;CEEJA DE SAO JOSE DOS CAMPOS;Bolívia; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;3;980195;CEEJA DE SAO JOSE DOS CAMPOS;Egipto; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;3;980195;CEEJA DE SAO JOSE DOS CAMPOS;Turquia; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;3;980195;CEEJA DE SAO JOSE DOS CAMPOS;Venezuela; 3 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6;460497;CEL JTO A EE JOSE VIEIRA MACEDO PROF;Japão; 2 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;1557;BENEDITO MATARAZZO DEPUTADO;Colômbia; 3 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;1557;BENEDITO MATARAZZO DEPUTADO;Espanha; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;1557;BENEDITO MATARAZZO DEPUTADO;Japão; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;1557;BENEDITO MATARAZZO DEPUTADO;Portugal; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13481;ALCEU MAYNARD ARAUJO PROFESSOR;Argentina; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13560;JOSE VIEIRA MACEDO PROFESSOR;Colômbia; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13560;JOSE VIEIRA MACEDO PROFESSOR;Itália; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13572;ANA CANDIDA DE BARROS MOLINA PROFESSORA;Argentina; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13572;ANA CANDIDA DE BARROS MOLINA PROFESSORA;Colômbia; 2 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13584;PEDRO MAZZA PROFESSOR;Japão; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13626;OLIMPIO CATAO;Argentina; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13626;OLIMPIO CATAO;Equador; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13626;OLIMPIO CATAO;Peru; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13638;FRANCISCO JOAO LEME;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13754;MARIA LUIZA DE GUIMARAES MEDEIROS PROFESSORA;Portugal; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13778;WILMA RAGAZZI BOCCARDO PROFESSORA;Colômbia; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13869;JOSE MARIOTTO FERREIRA MAJOR AVIADOR;Espanha; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13924;RUI RODRIGUES DORIA DOUTOR;China; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13924;RUI RODRIGUES DORIA DOUTOR;Portugal; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13936;FRANCISCO PEREIRA DA SILVA PROFESSOR;Bolívia; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13948;JOAO CURSINO;Argentina; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13948;JOAO CURSINO;China; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13948;JOAO CURSINO;Moçambique; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13948;JOAO CURSINO;Uruguai; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13948;JOAO CURSINO;Venezuela; 4 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;23462;ESTEVAM FERRI PROFESSOR;Peru; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;23462;ESTEVAM FERRI PROFESSOR;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;35361;MARIA DOLORES VERISSIMO MADUREIRA PROFESSORA;Colômbia; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;35385;ELMANO FERREIRA VELOSO;Peru; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;35385;ELMANO FERREIRA VELOSO;Venezuela; 2 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;35397;JUVENAL MACHADO DE ARAUJO PROFESSOR;Haiti; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;35397;JUVENAL MACHADO DE ARAUJO PROFESSOR;Japão; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;37837;LOURDES MARIA DE CAMARGO PROFESSORA;Bolívia; 3 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;37837;LOURDES MARIA DE CAMARGO PROFESSORA;Venezuela; 1 
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;39640;FRANCISCO LOPES DE AZEVEDO PROFESSOR;Colômbia; 2 
